RefSoil ID	NCBI ID	Taxon ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Organism	RAST ID	Downloaded	Notes	Old_Assembly_Num		Inlcuded_in_my_RefSoil	Truncated_RefSoil	New_organism_name	New_Assembly_Num		Truncated_RefSoil
RefSoil_94	NC_007512.1	319225	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	Chlorobium luteolum DSM 273	319225.14	y		GCF_000012485.1		y	n	Pelodictyon luteolum DSM 273	GCF_000012485.1	y	n
RefSoil_95	NC_007514.1	340177	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii	Chlorobium chlorochromatii CaD3	340177.15	y	was removed from NCBI? Was still able to access genome assembly number 	GCF_000012585.1		n	n	Chlorobium chlorochromatii CaD3	*Sad NO Buzzer noises*	n	n
RefSoil_96	NC_007517.1	269799	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens	Geobacter metallireducens GS-15	269799.15	y		GCF_000012925.1		y	n	Geobacter metallireducens GS-15	GCF_000012925.1	y	n
RefSoil_97	NC_007519.1	207559	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis	Desulfovibrio alaskensis G20	207559.18	y		GCF_000482745.1		y	n	Oleidesulfovibrio alaskensis G20	GCF_000012665.1	y	n
RefSoil_98	NC_007530.2	261594	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	"Bacillus anthracis str. ""Ames Ancestor"""	261594.63	y	was removed from NCBI? Was still able to access genome assembly number 	GCF_000008445.1		y	n	Bacillus anthracis str. 'Ames Ancestor'	GCF_000008445.1	y	n
RefSoil_99	NC_007613.1	300268	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella boydii	Shigella boydii Sb227	300268.2	y		GCF_000012025.1		y	n	Shigella boydii Sb227	GCF_000012025.1	y	n
RefSoil_100	NC_007614.1	323848	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis	Nitrosospira multiformis ATCC 25196	323848.11	y		GCF_000196355.1		y	n	Nitrosospira multiformis ATCC 25196	GCF_000196355.1	y	n
RefSoil_101	"NC_007618.1,NC_007624.1"	359391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	Brucella abortus 2308	"359391.2,359391.21"	y		GCF_000054005.1		y	n	Brucella abortus 2308	GCF_000054005.1	y	n
RefSoil_102	NC_007644.1	264732	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica	Moorella thermoacetica ATCC 39073	264732.2	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000013105.1		n	n	Moorella thermoacetica ATCC 39073	*Sad NO Buzzer noises*	n	n
RefSoil_103	"NC_007651.1,NC_007650.1"	271848	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	Burkholderia thailandensis E264	"271848.43,271848.44"	y		GCF_000012365.1		y	n	Burkholderia thailandensis E264	GCF_000012365.1	y	n
RefSoil_104	NC_007681.1	339860	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	Methanosphaera stadtmanae DSM 3091	339860.23	y		GCF_000012545.1		y	n	Methanosphaera stadtmanae DSM 3091	GCF_000012545.1	y	n
RefSoil_105	NC_007760.1	290397	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans	Anaeromyxobacter dehalogenans 2CP-C	290397.3	y		GCF_000013385.1		y	y	Anaeromyxobacter dehalogenans 2CP-C	GCF_000013385.1	y	y
RefSoil_106	NC_007761.1	347834	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli	Rhizobium etli CFN 42	347834.51	y		GCF_000092045.1		y	y	Rhizobium etli CFN 42	GCF_000092045.1	y	y
RefSoil_107	NC_007775.1	321327	Bacteria	Cyanobacteria		Chroococcales		Synechococcus		Synechococcus sp. JA-3-3Ab	321327.31	y		GCF_000013205.1		y	n	Synechococcus sp. JA-3-3Ab	GCF_000013205.1	y	n
RefSoil_108	NC_007777.1	106370	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia		Frankia sp. CcI3	106370.23	y		GCF_000013345.1		y	n	Frankia casuarinae	GCF_000013345.1	y	n
RefSoil_109	NC_007778.1	316058	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris HaA2	316058.16	y		GCF_000013365.1		y	n	Rhodopseudomonas palustris HaA2	GCF_000013365.1	y	n
RefSoil_110	NC_007794.1	279238	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans	Novosphingobium aromaticivorans DSM 12444	279238.28	y		GCF_000013325.1		y	n	Novosphingobium aromaticivorans DSM 12444	GCF_000013325.1	y	n
RefSoil_111	NC_007798.1	222891	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia sennetsu	Neorickettsia sennetsu str. Miyayama	222891.12	y		GCF_000013165.1		y	n	Neorickettsia sennetsu str. Miyayama	GCF_000013165.1	y	n
RefSoil_112	NC_007880.1	376619	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	Francisella tularensis subsp. holarctica LVS	376619.13	y		GCF_000009245.1		y	y	Francisella tularensis subsp. holarctica LVS	GCF_000009245.1	y	y
RefSoil_113	NC_007907.1	138119	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	Desulfitobacterium hafniense Y51	138119.51	y		GCF_000010045.1		y	n	Desulfitobacterium hafniense Y51	GCF_000010045.1	y	n
RefSoil_114	NC_007925.1	316056	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisB18	316056.21	y	was removed from NCBI? Was still able to access genome assembly number	0		n	n	Rhodopseudomonas palustris BisB18	GCF_000013685.1	n	n
RefSoil_115	NC_007947.1	265072	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus	Methylobacillus flagellatus KT	265072.15	y		GCF_000013705.1		y	n	Methylobacillus flagellatus KT	GCF_000013705.1	y	n
RefSoil_116	NC_007948.1	296591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas		Polaromonas sp. JS666	296591.19	y		GCF_000013865.1		y	y	Polaromonas sp. JS666	GCF_000013865.1	y	y
RefSoil_117	NC_007958.1	316057	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisB5	316057.11	y	was removed from NCBI? Was still able to access genome assembly number	0		n	n	Rhodopseudomonas palustris BisB5	GCF_000013685.1	n	n
RefSoil_118	NC_007963.1	290398	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens	Chromohalobacter salexigens DSM 3043	290398.2	y		GCF_000055785.1		y	y	Chromohalobacter salexigens DSM 3043	GCF_000055785.1	y	y
RefSoil_119	NC_007964.1	323097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis	Nitrobacter hamburgensis X14	323097.15	y		GCF_000013885.1		y	n	Nitrobacter hamburgensis X14	GCF_000013885.1	y	n
RefSoil_120	NC_007969.1	335284	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis K5	335284.12	y		GCF_000013905.1		y	n	Psychrobacter cryohalolentis K5	GCF_000013905.1	y	n
RefSoil_121	NC_007973.1	266264	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus metallidurans	Cupriavidus metallidurans CH34	266264.31	y		GCF_000196015.1		y	n	Cupriavidus metallidurans CH34	GCF_000196015.1	y	n
RefSoil_122	NC_008009.1	204669	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis	Candidatus Koribacter versatilis Ellin345	204669.18	y		GCF_000014005.1		y	n	Candidatus Koribacter versatilis Ellin345	GCF_000014005.1	y	n
RefSoil_123	NC_008027.1	384676	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas entomophila	Pseudomonas entomophila L48	384676.22	y		GCF_000026105.1		y	y	Pseudomonas entomophila L48	GCF_000026105.1	y	y
RefSoil_124	NC_008095.1	246197	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus	Myxococcus xanthus DK 1622	246197.45	y		GCF_000012685.1		y	n	Myxococcus xanthus DK 1622	GCF_000012685.1	y	n
RefSoil_125	NC_008146.1	164756	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		Mycobacterium sp. MCS	164756.25	y		0		n	n	Mycobacterium sp. MCS	GCF_000262165.1	n	n
RefSoil_126	NC_008148.1	266117	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	Rubrobacter xylanophilus DSM 9941	266117.16	y		GCF_000014185.1		y	n	Rubrobacter xylanophilus DSM 9941	GCF_000014185.1	y	n
RefSoil_127	NC_008149.1	377628	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	Yersinia pestis Nepal516	377628.16	y		GCF_000013805.1		y	y	Yersinia pestis Nepal516	GCF_000013805.1	y	y
RefSoil_128	NC_008150.1	360102	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis	Yersinia pestis Antiqua	360102.16	y		GCF_000013825.1		y	n	Yersinia pestis Antiqua	GCF_000013825.1	y	n
RefSoil_129	NC_008245.1	393115	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis	Francisella tularensis subsp. tularensi	393115.18	y		GCF_000833475.1		y	y	Francisella tularensis subsp. tularensis FSC198	GCF_000009325.1	y	y
RefSoil_130	NC_008254.1	266779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans		Chelativorans sp. BNC1	266779.15	y		GCF_900110915.1		y	n	Chelativorans sp. BNC1	GCF_900110915.1	y	n
RefSoil_131	NC_008255.1	269798	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii	Cytophaga hutchinsonii ATCC 33406	269798.24	y		GCF_000014145.1		y	n	Cytophaga hutchinsonii ATCC 33406	GCF_000014145.1	y	n
RefSoil_132	NC_008261.1	195103	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	Clostridium perfringens ATCC 13124	195103.21	y		GCF_000013285.1		y	n	Clostridium perfringens ATCC 13124	GCF_000013285.1	y	n
RefSoil_133	NC_008268.1	101510	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus jostii	Rhodococcus jostii RHA1	101510.36	y		GCF_000014565.1		y	n	Rhodococcus jostii RHA1	GCF_000014565.1	y	n
RefSoil_134	NC_008278.1	326424	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia	Frankia alni	Frankia alni ACN14a	326424.23	y		GCF_000058485.1		y	n	Frankia alni ACN14a	GCF_000058485.1	y	n
RefSoil_135	"NC_008313.1,NC_008314.1"	381666	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	Ralstonia eutropha H16	"381666.29,381666.28"	y		GCF_001481455.1		y	n	Cupriavidus necator H16	GCF_004798725.1	y	n
RefSoil_136	NC_008343.1	391165	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	Granulibacter bethesdensis	Granulibacter bethesdensis CGDNIH1	391165.12	y		0		n	n	Granulibacter bethesdensis CGDNIH1	GCF_000014285.2	y	n
RefSoil_137	NC_008380.1	216596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	Rhizobium leguminosarum bv. viciae 3841	216596.38	y		GCF_002240185.1		y	n	Rhizobium johnstonii 3841	GCF_000009265.1	y	n
RefSoil_138	"NC_008390.1,NC_008391.1,NC_008392.1"	339670	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	Burkholderia ambifaria AMMD	"339670.24,339670.25,339670.26"	y		GCF_000203915.1		y	n	Burkholderia ambifaria AMMD	GCF_000203915.1	y	n
RefSoil_139	NC_008435.1	316055	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisA53	316055.22	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000014825.1		n	n	Rhodopseudomonas palustris BisA53	GCF_000013685.1	n	n
RefSoil_140	NC_008463.1	208963	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa UCBPP-PA14	208963.21	y		GCF_000014625.1		y	n	Pseudomonas aeruginosa UCBPP-PA14	GCF_000014625.1	y	n
RefSoil_141	NC_008497.1	387344	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus brevis	Lactobacillus brevis ATCC 367	387344.25	y		GCF_000469365.1		y	y	Levilactobacillus brevis ATCC 367	GCF_000014465.1	y	y
RefSoil_142	"NC_008508.1,NC_008509.1"	355276	Bacteria	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira borgpetersenii	Leptospira borgpetersenii serovar Hardjo-bovi	"355276.28,355276.29"	y		GCF_003254845.1		y	n	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	GCF_000013945.1	y	n
RefSoil_143	"NC_008510.1,NC_008511.1"	355277	Bacteria	Spirochaetes	Spirochaetia		Leptospiraceae	Leptospira	Leptospira borgpetersenii	Leptospira borgpetersenii serovar Hardjo-bovi	"355277.24,355277.23"	y		GCF_000013965.1		y	n	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197	GCF_000013965.1	y	n
RefSoil_144	NC_008536.1	234267	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus	Candidatus Solibacter usitatus Ellin6076	234267.25	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000014905.1		n	n	Candidatus Solibacter usitatus Ellin6076	*Sad NO Buzzer noises*	n	n
RefSoil_145	NC_008541.1	290399	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter		Arthrobacter sp. FB24	290399.32	y		GCF_000196235.1		y	y	Arthrobacter sp. FB24	GCF_000196235.1	y	y
RefSoil_146	"NC_008542.1,NC_008543.1,NC_008544.1"	331272	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	Burkholderia cenocepacia HI2424	"331272.3,331272.32,331272.31"	y		GCF_000203955.1		y	y	Burkholderia cenocepacia HI2424	GCF_000203955.1	y	y
RefSoil_147	NC_008593.1	386415	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium novyi	Clostridium novyi NT	386415.14	y		GCF_000014125.1		y	n	Clostridium novyi NT	GCF_000014125.1	y	n
RefSoil_148	NC_008595.1	243243	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium	Mycobacterium avium 104	243243.24	y		GCF_000014985.1		y	n	Mycobacterium avium 104	GCF_000014985.1	y	n
RefSoil_149	NC_008609.1	338966	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	Pelobacter propionicus	Pelobacter propionicus DSM 2379	338966.14	y		GCF_000015045.1		y	n	Pelobacter propionicus DSM 2379	GCF_000015045.1	y	n
RefSoil_150	NC_008639.1	290317	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	Chlorobium phaeobacteroides DSM 266	290317.14	y		GCF_000015125.1		y	n	Chlorobium phaeobacteroides DSM 266	GCF_000015125.1	y	n
RefSoil_151	NC_008699.1	196162	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		Nocardioides sp. JS614	196162.19	y		GCF_000015265.1		y	n	Nocardioides sp. JS614	GCF_000015265.1	y	n
RefSoil_152	NC_008700.1	326297	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis	Shewanella amazonensis SB2B	326297.16	y		GCF_000015245.1		y	n	Shewanella amazonensis SB2B	GCF_000015245.1	y	n
RefSoil_153	NC_008702.1	62928	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus		Azoarcus sp. BH72	62928.18	y		GCF_003628555.1		y	n	Azoarcus olearius	GCF_001682385.1	y	n
RefSoil_154	NC_008705.1	189918	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		Mycobacterium sp. KMS	189918.25	y		0		n	n	Mycobacterium sp. KMS	GCF_000262165.1	n	n
RefSoil_155	NC_008710.1	314724	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia turicatae	Borrelia turicatae 91E135	314724.8	y		GCF_000012085.2		y	n	Borrelia turicatae 91E135	GCF_000012085.2	y	n
RefSoil_156	NC_008711.1	290340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter aurescens	Arthrobacter aurescens TC1	290340.3	y		GCF_006538985.1		y	n	Paenarthrobacter aurescens TC1	GCF_000014925.1	y	n
RefSoil_157	NC_008740.1	351348	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus	Marinobacter hydrocarbonoclasticus VT8	351348.16	y		GCF_000284615.1		y	y	Marinobacter nauticus VT8	GCF_000015365.1	y	y
RefSoil_158	NC_008752.1	397945	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax citrulli	Acidovorax citrulli AAC00-1	397945.25	y		GCF_000015325.1		y	n	Paracidovorax citrulli AAC00-1	GCF_000015325.1	y	n
RefSoil_159	NC_008781.1	365044	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans	Polaromonas naphthalenivorans CJ2	365044.31	y		GCF_000015505.1		y	y	Polaromonas naphthalenivorans CJ2	GCF_000015505.1	y	y
RefSoil_160	NC_008782.1	232721	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax		Acidovorax sp. JS42	232721.21	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000015545.1		y	n	Acidovorax sp. JS42	GCF_000015545.1	y	n
RefSoil_161	NC_008786.1	391735	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter eiseniae	Verminephrobacter eiseniae EF01-2	391735.13	y		GCF_000015565.1		y	y	Verminephrobacter eiseniae EF01-2	GCF_000015565.1	y	y
RefSoil_162	NC_008789.1	349124	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila	Halorhodospira halophila SL1	349124.16	y		GCF_000015585.1		y	n	Halorhodospira halophila SL1	GCF_000015585.1	y	n
RefSoil_163	NC_008825.1	420662	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Methylibium	Methylibium petroleiphilum	Methylibium petroleiphilum PM1	420662.21	y		GCF_000015725.1		y	y	Methylibium petroleiphilum PM1	GCF_000015725.1	y	y
RefSoil_164	NC_009012.1	203119	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	Ruminiclostridium thermocellum ATCC 27405	203119.28	y		GCF_000015865.1		y	n	Acetivibrio thermocellus ATCC 27405	GCF_000015865.1	y	n
RefSoil_165	"NC_009049.1,NC_009050.1"	349101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sphaeroides	Rhodobacter sphaeroides ATCC 17029	"349101.15,349101.14"	y		GCF_000015985.1		n	n	Cereibacter sphaeroides ATCC 17029	*Sad NO Buzzer noises*	n	n
RefSoil_166	"NC_009074.1,NC_009075.1"	320373	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	Burkholderia pseudomallei 668	"320373.14,320373.15"	y		GCF_000015905.1		y	y	Burkholderia pseudomallei 668	GCF_000015905.1	y	y
RefSoil_168	"NC_009076.1,NC_009078.1"	357348	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	Burkholderia pseudomallei 1106a	"357348.22,357348.23"	y		GCF_000015925.1		y	n	Burkholderia pseudomallei 1106a	GCF_000015925.1	y	n
RefSoil_167	NC_009077.1	164757	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		Mycobacterium sp. JLS	164757.17	y		GCF_000214155.1		y	n	Mycobacterium sp. JLS	GCF_000214155.1	y	n
RefSoil_169	NC_009142.1	405948	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora erythraea	Saccharopolyspora erythraea NRRL 2338	405948.22	y		GCF_000062885.1		y	n	Saccharopolyspora erythraea NRRL 2338	GCF_000062885.1	y	n
RefSoil_170	"NC_009256.1,NC_009255.1,NC_009254.1"	269482	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	Burkholderia vietnamiensis G4	"269482.34,269482.36,269482.35"	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000016205.1		n	n	Burkholderia vietnamiensis G4	GCA_000016205.1	n	n
RefSoil_171	NC_009328.1	420246	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermodenitrificans	Geobacillus thermodenitrificans NG80-2	420246.14	y		GCF_000015745.1		y	n	Geobacillus thermodenitrificans NG80-2	GCF_000015745.1	y	n
RefSoil_172	NC_009338.1	350054	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gilvum	Mycobacterium gilvum PYR-GCK	350054.27	y	was removed from NCBI? Was still able to access genome assembly number	GCF_000016365.1		n	n	Mycolicibacterium gilvum PYR-GCK	*Sad NO Buzzer noises*	n	n
RefSoil_173	NC_009342.1	340322	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium glutamicum	Corynebacterium glutamicum R	340322.13	y		GCF_000010225.1		y	n	Corynebacterium glutamicum R	GCF_000010225.1	y	n
RefSoil_174	NC_009380.1	369723	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Salinispora	Salinispora tropica	Salinispora tropica CNB-440	369723.13	y		GCF_000016425.1		y	y	Salinispora tropica CNB-440	GCF_000016425.1	y	y
